Causa de muerte;Sexo;Provincias;Periodo;Total
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1990;90
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1989;109
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1988;88
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1987;105
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1986;121
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1985;124
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1984;100
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1983;108
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1982;80
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1981;96
044  Diabetes mellitus;Mujeres;07 Balears, Illes;1980;82
044  Diabetes mellitus;Mujeres;08 Barcelona;2022;645
044  Diabetes mellitus;Mujeres;08 Barcelona;2021;630
044  Diabetes mellitus;Mujeres;08 Barcelona;2020;675
044  Diabetes mellitus;Mujeres;08 Barcelona;2019;600
044  Diabetes mellitus;Mujeres;08 Barcelona;2018;635
044  Diabetes mellitus;Mujeres;08 Barcelona;2017;649
044  Diabetes mellitus;Mujeres;08 Barcelona;2016;576
044  Diabetes mellitus;Mujeres;08 Barcelona;2015;427
044  Diabetes mellitus;Mujeres;08 Barcelona;2014;441
044  Diabetes mellitus;Mujeres;08 Barcelona;2013;512
044  Diabetes mellitus;Mujeres;08 Barcelona;2012;533
044  Diabetes mellitus;Mujeres;08 Barcelona;2011;602
044  Diabetes mellitus;Mujeres;08 Barcelona;2010;665
044  Diabetes mellitus;Mujeres;08 Barcelona;2009;703
044  Diabetes mellitus;Mujeres;08 Barcelona;2008;694
044  Diabetes mellitus;Mujeres;08 Barcelona;2007;640
044  Diabetes mellitus;Mujeres;08 Barcelona;2006;621
044  Diabetes mellitus;Mujeres;08 Barcelona;2005;679
044  Diabetes mellitus;Mujeres;08 Barcelona;2004;671
044  Diabetes mellitus;Mujeres;08 Barcelona;2003;680
044  Diabetes mellitus;Mujeres;08 Barcelona;2002;624
044  Diabetes mellitus;Mujeres;08 Barcelona;2001;602
044  Diabetes mellitus;Mujeres;08 Barcelona;2000;556
044  Diabetes mellitus;Mujeres;08 Barcelona;1999;610
044  Diabetes mellitus;Mujeres;08 Barcelona;1998;603
044  Diabetes mellitus;Mujeres;08 Barcelona;1997;617
044  Diabetes mellitus;Mujeres;08 Barcelona;1996;551
044  Diabetes mellitus;Mujeres;08 Barcelona;1995;531
044  Diabetes mellitus;Mujeres;08 Barcelona;1994;550
044  Diabetes mellitus;Mujeres;08 Barcelona;1993;551
044  Diabetes mellitus;Mujeres;08 Barcelona;1992;538
044  Diabetes mellitus;Mujeres;08 Barcelona;1991;618
044  Diabetes mellitus;Mujeres;08 Barcelona;1990;608
044  Diabetes mellitus;Mujeres;08 Barcelona;1989;539
044  Diabetes mellitus;Mujeres;08 Barcelona;1988;630
044  Diabetes mellitus;Mujeres;08 Barcelona;1987;597
044  Diabetes mellitus;Mujeres;08 Barcelona;1986;595
044  Diabetes mellitus;Mujeres;08 Barcelona;1985;643
044  Diabetes mellitus;Mujeres;08 Barcelona;1984;573
044  Diabetes mellitus;Mujeres;08 Barcelona;1983;537
044  Diabetes mellitus;Mujeres;08 Barcelona;1982;499
044  Diabetes mellitus;Mujeres;08 Barcelona;1981;443
044  Diabetes mellitus;Mujeres;08 Barcelona;1980;448
044  Diabetes mellitus;Mujeres;48 Bizkaia;2022;139
044  Diabetes mellitus;Mujeres;48 Bizkaia;2021;152
044  Diabetes mellitus;Mujeres;48 Bizkaia;2020;151
044  Diabetes mellitus;Mujeres;48 Bizkaia;2019;155
044  Diabetes mellitus;Mujeres;48 Bizkaia;2018;132
044  Diabetes mellitus;Mujeres;48 Bizkaia;2017;113
044  Diabetes mellitus;Mujeres;48 Bizkaia;2016;131
044  Diabetes mellitus;Mujeres;48 Bizkaia;2015;150
044  Diabetes mellitus;Mujeres;48 Bizkaia;2014;149
044  Diabetes mellitus;Mujeres;48 Bizkaia;2013;167
044  Diabetes mellitus;Mujeres;48 Bizkaia;2012;143
044  Diabetes mellitus;Mujeres;48 Bizkaia;2011;132
044  Diabetes mellitus;Mujeres;48 Bizkaia;2010;145
044  Diabetes mellitus;Mujeres;48 Bizkaia;2009;142
044  Diabetes mellitus;Mujeres;48 Bizkaia;2008;150
044  Diabetes mellitus;Mujeres;48 Bizkaia;2007;166
044  Diabetes mellitus;Mujeres;48 Bizkaia;2006;138
044  Diabetes mellitus;Mujeres;48 Bizkaia;2005;148
044  Diabetes mellitus;Mujeres;48 Bizkaia;2004;149
044  Diabetes mellitus;Mujeres;48 Bizkaia;2003;138
044  Diabetes mellitus;Mujeres;48 Bizkaia;2002;147
044  Diabetes mellitus;Mujeres;48 Bizkaia;2001;153
044  Diabetes mellitus;Mujeres;48 Bizkaia;2000;152
044  Diabetes mellitus;Mujeres;48 Bizkaia;1999;155
044  Diabetes mellitus;Mujeres;48 Bizkaia;1998;164
044  Diabetes mellitus;Mujeres;48 Bizkaia;1997;118
044  Diabetes mellitus;Mujeres;48 Bizkaia;1996;147
044  Diabetes mellitus;Mujeres;48 Bizkaia;1995;132
044  Diabetes mellitus;Mujeres;48 Bizkaia;1994;148
044  Diabetes mellitus;Mujeres;48 Bizkaia;1993;141
044  Diabetes mellitus;Mujeres;48 Bizkaia;1992;122
044  Diabetes mellitus;Mujeres;48 Bizkaia;1991;151
044  Diabetes mellitus;Mujeres;48 Bizkaia;1990;140
044  Diabetes mellitus;Mujeres;48 Bizkaia;1989;130
044  Diabetes mellitus;Mujeres;48 Bizkaia;1988;130
044  Diabetes mellitus;Mujeres;48 Bizkaia;1987;110
044  Diabetes mellitus;Mujeres;48 Bizkaia;1986;142
044  Diabetes mellitus;Mujeres;48 Bizkaia;1985;105
044  Diabetes mellitus;Mujeres;48 Bizkaia;1984;114
044  Diabetes mellitus;Mujeres;48 Bizkaia;1983;127
044  Diabetes mellitus;Mujeres;48 Bizkaia;1982;142
044  Diabetes mellitus;Mujeres;48 Bizkaia;1981;112
044  Diabetes mellitus;Mujeres;48 Bizkaia;1980;102
044  Diabetes mellitus;Mujeres;09 Burgos;2022;66
044  Diabetes mellitus;Mujeres;09 Burgos;2021;79
044  Diabetes mellitus;Mujeres;09 Burgos;2020;66
044  Diabetes mellitus;Mujeres;09 Burgos;2019;72
044  Diabetes mellitus;Mujeres;09 Burgos;2018;57
044  Diabetes mellitus;Mujeres;09 Burgos;2017;56
044  Diabetes mellitus;Mujeres;09 Burgos;2016;63
044  Diabetes mellitus;Mujeres;09 Burgos;2015;67
044  Diabetes mellitus;Mujeres;09 Burgos;2014;70
044  Diabetes mellitus;Mujeres;09 Burgos;2013;55
044  Diabetes mellitus;Mujeres;09 Burgos;2012;64
044  Diabetes mellitus;Mujeres;09 Burgos;2011;64
044  Diabetes mellitus;Mujeres;09 Burgos;2010;46
044  Diabetes mellitus;Mujeres;09 Burgos;2009;47
044  Diabetes mellitus;Mujeres;09 Burgos;2008;62
044  Diabetes mellitus;Mujeres;09 Burgos;2007;62
044  Diabetes mellitus;Mujeres;09 Burgos;2006;42
044  Diabetes mellitus;Mujeres;09 Burgos;2005;49
044  Diabetes mellitus;Mujeres;09 Burgos;2004;61
044  Diabetes mellitus;Mujeres;09 Burgos;2003;55
044  Diabetes mellitus;Mujeres;09 Burgos;2002;38
044  Diabetes mellitus;Mujeres;09 Burgos;2001;46
044  Diabetes mellitus;Mujeres;09 Burgos;2000;52
044  Diabetes mellitus;Mujeres;09 Burgos;1999;41
044  Diabetes mellitus;Mujeres;09 Burgos;1998;35
044  Diabetes mellitus;Mujeres;09 Burgos;1997;46
044  Diabetes mellitus;Mujeres;09 Burgos;1996;47
044  Diabetes mellitus;Mujeres;09 Burgos;1995;50
044  Diabetes mellitus;Mujeres;09 Burgos;1994;41
044  Diabetes mellitus;Mujeres;09 Burgos;1993;49
044  Diabetes mellitus;Mujeres;09 Burgos;1992;45
044  Diabetes mellitus;Mujeres;09 Burgos;1991;39
044  Diabetes mellitus;Mujeres;09 Burgos;1990;35
044  Diabetes mellitus;Mujeres;09 Burgos;1989;36
044  Diabetes mellitus;Mujeres;09 Burgos;1988;36
044  Diabetes mellitus;Mujeres;09 Burgos;1987;38
044  Diabetes mellitus;Mujeres;09 Burgos;1986;47
044  Diabetes mellitus;Mujeres;09 Burgos;1985;48
044  Diabetes mellitus;Mujeres;09 Burgos;1984;31
044  Diabetes mellitus;Mujeres;09 Burgos;1983;27
044  Diabetes mellitus;Mujeres;09 Burgos;1982;24
044  Diabetes mellitus;Mujeres;09 Burgos;1981;27
044  Diabetes mellitus;Mujeres;09 Burgos;1980;35
044  Diabetes mellitus;Mujeres;10 Cáceres;2022;78
044  Diabetes mellitus;Mujeres;10 Cáceres;2021;72
044  Diabetes mellitus;Mujeres;10 Cáceres;2020;80
044  Diabetes mellitus;Mujeres;10 Cáceres;2019;52
044  Diabetes mellitus;Mujeres;10 Cáceres;2018;61
044  Diabetes mellitus;Mujeres;10 Cáceres;2017;59
044  Diabetes mellitus;Mujeres;10 Cáceres;2016;61
044  Diabetes mellitus;Mujeres;10 Cáceres;2015;69
044  Diabetes mellitus;Mujeres;10 Cáceres;2014;72
044  Diabetes mellitus;Mujeres;10 Cáceres;2013;58
044  Diabetes mellitus;Mujeres;10 Cáceres;2012;69
044  Diabetes mellitus;Mujeres;10 Cáceres;2011;68
044  Diabetes mellitus;Mujeres;10 Cáceres;2010;63
044  Diabetes mellitus;Mujeres;10 Cáceres;2009;72
044  Diabetes mellitus;Mujeres;10 Cáceres;2008;60
044  Diabetes mellitus;Mujeres;10 Cáceres;2007;86
044  Diabetes mellitus;Mujeres;10 Cáceres;2006;70
044  Diabetes mellitus;Mujeres;10 Cáceres;2005;74
044  Diabetes mellitus;Mujeres;10 Cáceres;2004;90
044  Diabetes mellitus;Mujeres;10 Cáceres;2003;89
044  Diabetes mellitus;Mujeres;10 Cáceres;2002;75
044  Diabetes mellitus;Mujeres;10 Cáceres;2001;89
044  Diabetes mellitus;Mujeres;10 Cáceres;2000;81
044  Diabetes mellitus;Mujeres;10 Cáceres;1999;86
044  Diabetes mellitus;Mujeres;10 Cáceres;1998;90
044  Diabetes mellitus;Mujeres;10 Cáceres;1997;79
044  Diabetes mellitus;Mujeres;10 Cáceres;1996;77
044  Diabetes mellitus;Mujeres;10 Cáceres;1995;111
044  Diabetes mellitus;Mujeres;10 Cáceres;1994;83
044  Diabetes mellitus;Mujeres;10 Cáceres;1993;97
044  Diabetes mellitus;Mujeres;10 Cáceres;1992;89
044  Diabetes mellitus;Mujeres;10 Cáceres;1991;72
044  Diabetes mellitus;Mujeres;10 Cáceres;1990;88
044  Diabetes mellitus;Mujeres;10 Cáceres;1989;77
044  Diabetes mellitus;Mujeres;10 Cáceres;1988;78
044  Diabetes mellitus;Mujeres;10 Cáceres;1987;77
044  Diabetes mellitus;Mujeres;10 Cáceres;1986;80
044  Diabetes mellitus;Mujeres;10 Cáceres;1985;93
044  Diabetes mellitus;Mujeres;10 Cáceres;1984;77
044  Diabetes mellitus;Mujeres;10 Cáceres;1983;81
044  Diabetes mellitus;Mujeres;10 Cáceres;1982;89
044  Diabetes mellitus;Mujeres;10 Cáceres;1981;83
044  Diabetes mellitus;Mujeres;10 Cáceres;1980;65
044  Diabetes mellitus;Mujeres;11 Cádiz;2022;158
044  Diabetes mellitus;Mujeres;11 Cádiz;2021;176
044  Diabetes mellitus;Mujeres;11 Cádiz;2020;161
044  Diabetes mellitus;Mujeres;11 Cádiz;2019;129
044  Diabetes mellitus;Mujeres;11 Cádiz;2018;148
044  Diabetes mellitus;Mujeres;11 Cádiz;2017;162
044  Diabetes mellitus;Mujeres;11 Cádiz;2016;130
044  Diabetes mellitus;Mujeres;11 Cádiz;2015;141
044  Diabetes mellitus;Mujeres;11 Cádiz;2014;129
044  Diabetes mellitus;Mujeres;11 Cádiz;2013;107
044  Diabetes mellitus;Mujeres;11 Cádiz;2012;130
044  Diabetes mellitus;Mujeres;11 Cádiz;2011;119
044  Diabetes mellitus;Mujeres;11 Cádiz;2010;139
044  Diabetes mellitus;Mujeres;11 Cádiz;2009;133
044  Diabetes mellitus;Mujeres;11 Cádiz;2008;141
044  Diabetes mellitus;Mujeres;11 Cádiz;2007;127
044  Diabetes mellitus;Mujeres;11 Cádiz;2006;166
044  Diabetes mellitus;Mujeres;11 Cádiz;2005;138
044  Diabetes mellitus;Mujeres;11 Cádiz;2004;145
044  Diabetes mellitus;Mujeres;11 Cádiz;2003;152
044  Diabetes mellitus;Mujeres;11 Cádiz;2002;176
044  Diabetes mellitus;Mujeres;11 Cádiz;2001;152
044  Diabetes mellitus;Mujeres;11 Cádiz;2000;160
044  Diabetes mellitus;Mujeres;11 Cádiz;1999;162
044  Diabetes mellitus;Mujeres;11 Cádiz;1998;166
044  Diabetes mellitus;Mujeres;11 Cádiz;1997;148
044  Diabetes mellitus;Mujeres;11 Cádiz;1996;159
044  Diabetes mellitus;Mujeres;11 Cádiz;1995;158
044  Diabetes mellitus;Mujeres;11 Cádiz;1994;140
044  Diabetes mellitus;Mujeres;11 Cádiz;1993;142
044  Diabetes mellitus;Mujeres;11 Cádiz;1992;150
044  Diabetes mellitus;Mujeres;11 Cádiz;1991;144
044  Diabetes mellitus;Mujeres;11 Cádiz;1990;161
044  Diabetes mellitus;Mujeres;11 Cádiz;1989;147
044  Diabetes mellitus;Mujeres;11 Cádiz;1988;182
044  Diabetes mellitus;Mujeres;11 Cádiz;1987;188
044  Diabetes mellitus;Mujeres;11 Cádiz;1986;153
044  Diabetes mellitus;Mujeres;11 Cádiz;1985;186
044  Diabetes mellitus;Mujeres;11 Cádiz;1984;203
044  Diabetes mellitus;Mujeres;11 Cádiz;1983;174
044  Diabetes mellitus;Mujeres;11 Cádiz;1982;181
044  Diabetes mellitus;Mujeres;11 Cádiz;1981;176
044  Diabetes mellitus;Mujeres;11 Cádiz;1980;196
044  Diabetes mellitus;Mujeres;39 Cantabria;2022;110
044  Diabetes mellitus;Mujeres;39 Cantabria;2021;80
044  Diabetes mellitus;Mujeres;39 Cantabria;2020;84
044  Diabetes mellitus;Mujeres;39 Cantabria;2019;66
044  Diabetes mellitus;Mujeres;39 Cantabria;2018;60
044  Diabetes mellitus;Mujeres;39 Cantabria;2017;46
044  Diabetes mellitus;Mujeres;39 Cantabria;2016;21
044  Diabetes mellitus;Mujeres;39 Cantabria;2015;30
044  Diabetes mellitus;Mujeres;39 Cantabria;2014;28
044  Diabetes mellitus;Mujeres;39 Cantabria;2013;25
044  Diabetes mellitus;Mujeres;39 Cantabria;2012;40
044  Diabetes mellitus;Mujeres;39 Cantabria;2011;22
044  Diabetes mellitus;Mujeres;39 Cantabria;2010;26
044  Diabetes mellitus;Mujeres;39 Cantabria;2009;73
044  Diabetes mellitus;Mujeres;39 Cantabria;2008;108
044  Diabetes mellitus;Mujeres;39 Cantabria;2007;76
044  Diabetes mellitus;Mujeres;39 Cantabria;2006;79
044  Diabetes mellitus;Mujeres;39 Cantabria;2005;95
044  Diabetes mellitus;Mujeres;39 Cantabria;2004;86
044  Diabetes mellitus;Mujeres;39 Cantabria;2003;69
044  Diabetes mellitus;Mujeres;39 Cantabria;2002;66
044  Diabetes mellitus;Mujeres;39 Cantabria;2001;74
044  Diabetes mellitus;Mujeres;39 Cantabria;2000;77
044  Diabetes mellitus;Mujeres;39 Cantabria;1999;82
044  Diabetes mellitus;Mujeres;39 Cantabria;1998;82
044  Diabetes mellitus;Mujeres;39 Cantabria;1997;77
044  Diabetes mellitus;Mujeres;39 Cantabria;1996;88
044  Diabetes mellitus;Mujeres;39 Cantabria;1995;75
044  Diabetes mellitus;Mujeres;39 Cantabria;1994;72
044  Diabetes mellitus;Mujeres;39 Cantabria;1993;96
044  Diabetes mellitus;Mujeres;39 Cantabria;1992;67
044  Diabetes mellitus;Mujeres;39 Cantabria;1991;59
044  Diabetes mellitus;Mujeres;39 Cantabria;1990;62
044  Diabetes mellitus;Mujeres;39 Cantabria;1989;74
044  Diabetes mellitus;Mujeres;39 Cantabria;1988;74
044  Diabetes mellitus;Mujeres;39 Cantabria;1987;74
044  Diabetes mellitus;Mujeres;39 Cantabria;1986;94
044  Diabetes mellitus;Mujeres;39 Cantabria;1985;61
044  Diabetes mellitus;Mujeres;39 Cantabria;1984;69
044  Diabetes mellitus;Mujeres;39 Cantabria;1983;56
044  Diabetes mellitus;Mujeres;39 Cantabria;1982;71
044  Diabetes mellitus;Mujeres;39 Cantabria;1981;62
044  Diabetes mellitus;Mujeres;39 Cantabria;1980;41
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2022;92
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2021;102
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2020;109
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2019;102
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2018;111
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2017;97
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2016;70
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2015;99
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2014;71
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2013;85
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2012;94
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2011;65
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2010;71
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2009;82
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2008;97
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2007;83
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2006;98
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2005;109
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2004;71
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2003;71
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2002;93
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2001;86
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;2000;81
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1999;85
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1998;106
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1997;77
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1996;90
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1995;77
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1994;92
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1993;100
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1992;88
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1991;86
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1990;81
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1989;95
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1988;77
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1987;81
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1986;83
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1985;83
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1984;67
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1983;63
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1982;72
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1981;76
044  Diabetes mellitus;Mujeres;12 Castellón/Castelló;1980;67
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2022;95
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2021;68
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2020;74
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2019;81
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2018;63
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2017;93
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2016;81
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2015;76
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2014;86
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2013;107
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2012;119
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2011;122
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2010;88
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2009;104
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2008;110
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2007;121
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2006;110
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2005;129
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2004;105
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2003;116
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2002;118
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2001;104
044  Diabetes mellitus;Mujeres;13 Ciudad Real;2000;120
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1999;89
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1998;117
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1997;104
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1996;114
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1995;104
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1994;109
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1993;109
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1992;104
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1991;117
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1990;104
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1989;106
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1988;112
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1987;92
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1986;90
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1985;80
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1984;94
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1983;96
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1982;91
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1981;82
044  Diabetes mellitus;Mujeres;13 Ciudad Real;1980;82
044  Diabetes mellitus;Mujeres;14 Córdoba;2022;143
044  Diabetes mellitus;Mujeres;14 Córdoba;2021;159
044  Diabetes mellitus;Mujeres;14 Córdoba;2020;150
044  Diabetes mellitus;Mujeres;14 Córdoba;2019;154
044  Diabetes mellitus;Mujeres;14 Córdoba;2018;126
044  Diabetes mellitus;Mujeres;14 Córdoba;2017;139
044  Diabetes mellitus;Mujeres;14 Córdoba;2016;124
044  Diabetes mellitus;Mujeres;14 Córdoba;2015;124
044  Diabetes mellitus;Mujeres;14 Córdoba;2014;111
044  Diabetes mellitus;Mujeres;14 Córdoba;2013;90
044  Diabetes mellitus;Mujeres;14 Córdoba;2012;109
044  Diabetes mellitus;Mujeres;14 Córdoba;2011;86
044  Diabetes mellitus;Mujeres;14 Córdoba;2010;124
044  Diabetes mellitus;Mujeres;14 Córdoba;2009;99
044  Diabetes mellitus;Mujeres;14 Córdoba;2008;114
044  Diabetes mellitus;Mujeres;14 Córdoba;2007;134
044  Diabetes mellitus;Mujeres;14 Córdoba;2006;140
044  Diabetes mellitus;Mujeres;14 Córdoba;2005;139
044  Diabetes mellitus;Mujeres;14 Córdoba;2004;141
044  Diabetes mellitus;Mujeres;14 Córdoba;2003;142
044  Diabetes mellitus;Mujeres;14 Córdoba;2002;155
044  Diabetes mellitus;Mujeres;14 Córdoba;2001;137
044  Diabetes mellitus;Mujeres;14 Córdoba;2000;140
044  Diabetes mellitus;Mujeres;14 Córdoba;1999;146
044  Diabetes mellitus;Mujeres;14 Córdoba;1998;134
044  Diabetes mellitus;Mujeres;14 Córdoba;1997;132
044  Diabetes mellitus;Mujeres;14 Córdoba;1996;125
044  Diabetes mellitus;Mujeres;14 Córdoba;1995;131
044  Diabetes mellitus;Mujeres;14 Córdoba;1994;155
044  Diabetes mellitus;Mujeres;14 Córdoba;1993;126
044  Diabetes mellitus;Mujeres;14 Córdoba;1992;123
044  Diabetes mellitus;Mujeres;14 Córdoba;1991;138
044  Diabetes mellitus;Mujeres;14 Córdoba;1990;129
044  Diabetes mellitus;Mujeres;14 Córdoba;1989;119
044  Diabetes mellitus;Mujeres;14 Córdoba;1988;139
044  Diabetes mellitus;Mujeres;14 Córdoba;1987;142
044  Diabetes mellitus;Mujeres;14 Córdoba;1986;165
044  Diabetes mellitus;Mujeres;14 Córdoba;1985;153
044  Diabetes mellitus;Mujeres;14 Córdoba;1984;156
044  Diabetes mellitus;Mujeres;14 Córdoba;1983;122
044  Diabetes mellitus;Mujeres;14 Córdoba;1982;118
044  Diabetes mellitus;Mujeres;14 Córdoba;1981;138
044  Diabetes mellitus;Mujeres;14 Córdoba;1980;132
044  Diabetes mellitus;Mujeres;15 Coruña, A;2022;196
044  Diabetes mellitus;Mujeres;15 Coruña, A;2021;110
044  Diabetes mellitus;Mujeres;15 Coruña, A;2020;133
044  Diabetes mellitus;Mujeres;15 Coruña, A;2019;102
044  Diabetes mellitus;Mujeres;15 Coruña, A;2018;132
044  Diabetes mellitus;Mujeres;15 Coruña, A;2017;138
044  Diabetes mellitus;Mujeres;15 Coruña, A;2016;155
044  Diabetes mellitus;Mujeres;15 Coruña, A;2015;206
044  Diabetes mellitus;Mujeres;15 Coruña, A;2014;129
044  Diabetes mellitus;Mujeres;15 Coruña, A;2013;85
044  Diabetes mellitus;Mujeres;15 Coruña, A;2012;76
044  Diabetes mellitus;Mujeres;15 Coruña, A;2011;95
044  Diabetes mellitus;Mujeres;15 Coruña, A;2010;111
044  Diabetes mellitus;Mujeres;15 Coruña, A;2009;146
044  Diabetes mellitus;Mujeres;15 Coruña, A;2008;133
044  Diabetes mellitus;Mujeres;15 Coruña, A;2007;112
044  Diabetes mellitus;Mujeres;15 Coruña, A;2006;134
044  Diabetes mellitus;Mujeres;15 Coruña, A;2005;126
044  Diabetes mellitus;Mujeres;15 Coruña, A;2004;134
044  Diabetes mellitus;Mujeres;15 Coruña, A;2003;144
044  Diabetes mellitus;Mujeres;15 Coruña, A;2002;136
044  Diabetes mellitus;Mujeres;15 Coruña, A;2001;143
044  Diabetes mellitus;Mujeres;15 Coruña, A;2000;149
044  Diabetes mellitus;Mujeres;15 Coruña, A;1999;146
044  Diabetes mellitus;Mujeres;15 Coruña, A;1998;135
044  Diabetes mellitus;Mujeres;15 Coruña, A;1997;142
044  Diabetes mellitus;Mujeres;15 Coruña, A;1996;134
044  Diabetes mellitus;Mujeres;15 Coruña, A;1995;144
044  Diabetes mellitus;Mujeres;15 Coruña, A;1994;149
044  Diabetes mellitus;Mujeres;15 Coruña, A;1993;144
044  Diabetes mellitus;Mujeres;15 Coruña, A;1992;133
044  Diabetes mellitus;Mujeres;15 Coruña, A;1991;161
044  Diabetes mellitus;Mujeres;15 Coruña, A;1990;196
044  Diabetes mellitus;Mujeres;15 Coruña, A;1989;157
044  Diabetes mellitus;Mujeres;15 Coruña, A;1988;128
044  Diabetes mellitus;Mujeres;15 Coruña, A;1987;124
044  Diabetes mellitus;Mujeres;15 Coruña, A;1986;158
044  Diabetes mellitus;Mujeres;15 Coruña, A;1985;145
044  Diabetes mellitus;Mujeres;15 Coruña, A;1984;121
044  Diabetes mellitus;Mujeres;15 Coruña, A;1983;129
044  Diabetes mellitus;Mujeres;15 Coruña, A;1982;119
044  Diabetes mellitus;Mujeres;15 Coruña, A;1981;145
