Causa de muerte;Sexo;Provincias;Periodo;Total
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2016;124
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2015;149
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2014;149
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2013;146
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2012;174
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2011;127
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2010;111
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2009;146
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2008;156
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2007;145
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2006;142
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2005;133
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2004;144
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2003;121
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2002;149
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2001;116
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;2000;110
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1999;129
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1998;124
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1997;94
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1996;114
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1995;106
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1994;105
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1993;108
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1992;96
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1991;116
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1990;115
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1989;97
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1988;102
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1987;101
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1986;102
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1985;80
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1984;93
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1983;67
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1982;97
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1981;78
044  Diabetes mellitus;Hombres;03 Alicante/Alacant;1980;86
044  Diabetes mellitus;Hombres;04 Almería;2022;88
044  Diabetes mellitus;Hombres;04 Almería;2021;100
044  Diabetes mellitus;Hombres;04 Almería;2020;75
044  Diabetes mellitus;Hombres;04 Almería;2019;60
044  Diabetes mellitus;Hombres;04 Almería;2018;65
044  Diabetes mellitus;Hombres;04 Almería;2017;55
044  Diabetes mellitus;Hombres;04 Almería;2016;67
044  Diabetes mellitus;Hombres;04 Almería;2015;52
044  Diabetes mellitus;Hombres;04 Almería;2014;66
044  Diabetes mellitus;Hombres;04 Almería;2013;42
044  Diabetes mellitus;Hombres;04 Almería;2012;53
044  Diabetes mellitus;Hombres;04 Almería;2011;51
044  Diabetes mellitus;Hombres;04 Almería;2010;58
044  Diabetes mellitus;Hombres;04 Almería;2009;44
044  Diabetes mellitus;Hombres;04 Almería;2008;41
044  Diabetes mellitus;Hombres;04 Almería;2007;55
044  Diabetes mellitus;Hombres;04 Almería;2006;48
044  Diabetes mellitus;Hombres;04 Almería;2005;46
044  Diabetes mellitus;Hombres;04 Almería;2004;44
044  Diabetes mellitus;Hombres;04 Almería;2003;58
044  Diabetes mellitus;Hombres;04 Almería;2002;55
044  Diabetes mellitus;Hombres;04 Almería;2001;45
044  Diabetes mellitus;Hombres;04 Almería;2000;47
044  Diabetes mellitus;Hombres;04 Almería;1999;52
044  Diabetes mellitus;Hombres;04 Almería;1998;46
044  Diabetes mellitus;Hombres;04 Almería;1997;37
044  Diabetes mellitus;Hombres;04 Almería;1996;42
044  Diabetes mellitus;Hombres;04 Almería;1995;37
044  Diabetes mellitus;Hombres;04 Almería;1994;24
044  Diabetes mellitus;Hombres;04 Almería;1993;29
044  Diabetes mellitus;Hombres;04 Almería;1992;33
044  Diabetes mellitus;Hombres;04 Almería;1991;42
044  Diabetes mellitus;Hombres;04 Almería;1990;34
044  Diabetes mellitus;Hombres;04 Almería;1989;35
044  Diabetes mellitus;Hombres;04 Almería;1988;31
044  Diabetes mellitus;Hombres;04 Almería;1987;40
044  Diabetes mellitus;Hombres;04 Almería;1986;32
044  Diabetes mellitus;Hombres;04 Almería;1985;29
044  Diabetes mellitus;Hombres;04 Almería;1984;29
044  Diabetes mellitus;Hombres;04 Almería;1983;24
044  Diabetes mellitus;Hombres;04 Almería;1982;20
044  Diabetes mellitus;Hombres;04 Almería;1981;33
044  Diabetes mellitus;Hombres;04 Almería;1980;38
044  Diabetes mellitus;Hombres;01 Araba/Álava;2022;35
044  Diabetes mellitus;Hombres;01 Araba/Álava;2021;38
044  Diabetes mellitus;Hombres;01 Araba/Álava;2020;32
044  Diabetes mellitus;Hombres;01 Araba/Álava;2019;21
044  Diabetes mellitus;Hombres;01 Araba/Álava;2018;22
044  Diabetes mellitus;Hombres;01 Araba/Álava;2017;22
044  Diabetes mellitus;Hombres;01 Araba/Álava;2016;25
044  Diabetes mellitus;Hombres;01 Araba/Álava;2015;31
044  Diabetes mellitus;Hombres;01 Araba/Álava;2014;16
044  Diabetes mellitus;Hombres;01 Araba/Álava;2013;36
044  Diabetes mellitus;Hombres;01 Araba/Álava;2012;31
044  Diabetes mellitus;Hombres;01 Araba/Álava;2011;25
044  Diabetes mellitus;Hombres;01 Araba/Álava;2010;36
044  Diabetes mellitus;Hombres;01 Araba/Álava;2009;16
044  Diabetes mellitus;Hombres;01 Araba/Álava;2008;35
044  Diabetes mellitus;Hombres;01 Araba/Álava;2007;24
044  Diabetes mellitus;Hombres;01 Araba/Álava;2006;31
044  Diabetes mellitus;Hombres;01 Araba/Álava;2005;28
044  Diabetes mellitus;Hombres;01 Araba/Álava;2004;24
044  Diabetes mellitus;Hombres;01 Araba/Álava;2003;26
044  Diabetes mellitus;Hombres;01 Araba/Álava;2002;18
044  Diabetes mellitus;Hombres;01 Araba/Álava;2001;19
044  Diabetes mellitus;Hombres;01 Araba/Álava;2000;24
044  Diabetes mellitus;Hombres;01 Araba/Álava;1999;25
044  Diabetes mellitus;Hombres;01 Araba/Álava;1998;15
044  Diabetes mellitus;Hombres;01 Araba/Álava;1997;24
044  Diabetes mellitus;Hombres;01 Araba/Álava;1996;11
044  Diabetes mellitus;Hombres;01 Araba/Álava;1995;14
044  Diabetes mellitus;Hombres;01 Araba/Álava;1994;12
044  Diabetes mellitus;Hombres;01 Araba/Álava;1993;18
044  Diabetes mellitus;Hombres;01 Araba/Álava;1992;18
044  Diabetes mellitus;Hombres;01 Araba/Álava;1991;10
044  Diabetes mellitus;Hombres;01 Araba/Álava;1990;12
044  Diabetes mellitus;Hombres;01 Araba/Álava;1989;10
044  Diabetes mellitus;Hombres;01 Araba/Álava;1988;15
044  Diabetes mellitus;Hombres;01 Araba/Álava;1987;14
044  Diabetes mellitus;Hombres;01 Araba/Álava;1986;11
044  Diabetes mellitus;Hombres;01 Araba/Álava;1985;15
044  Diabetes mellitus;Hombres;01 Araba/Álava;1984;19
044  Diabetes mellitus;Hombres;01 Araba/Álava;1983;15
044  Diabetes mellitus;Hombres;01 Araba/Álava;1982;9
044  Diabetes mellitus;Hombres;01 Araba/Álava;1981;15
044  Diabetes mellitus;Hombres;01 Araba/Álava;1980;10
044  Diabetes mellitus;Hombres;33 Asturias;2022;129
044  Diabetes mellitus;Hombres;33 Asturias;2021;144
044  Diabetes mellitus;Hombres;33 Asturias;2020;149
044  Diabetes mellitus;Hombres;33 Asturias;2019;124
044  Diabetes mellitus;Hombres;33 Asturias;2018;142
044  Diabetes mellitus;Hombres;33 Asturias;2017;106
044  Diabetes mellitus;Hombres;33 Asturias;2016;112
044  Diabetes mellitus;Hombres;33 Asturias;2015;133
044  Diabetes mellitus;Hombres;33 Asturias;2014;116
044  Diabetes mellitus;Hombres;33 Asturias;2013;119
044  Diabetes mellitus;Hombres;33 Asturias;2012;142
044  Diabetes mellitus;Hombres;33 Asturias;2011;166
044  Diabetes mellitus;Hombres;33 Asturias;2010;126
044  Diabetes mellitus;Hombres;33 Asturias;2009;105
044  Diabetes mellitus;Hombres;33 Asturias;2008;127
044  Diabetes mellitus;Hombres;33 Asturias;2007;119
044  Diabetes mellitus;Hombres;33 Asturias;2006;120
044  Diabetes mellitus;Hombres;33 Asturias;2005;125
044  Diabetes mellitus;Hombres;33 Asturias;2004;110
044  Diabetes mellitus;Hombres;33 Asturias;2003;121
044  Diabetes mellitus;Hombres;33 Asturias;2002;133
044  Diabetes mellitus;Hombres;33 Asturias;2001;120
044  Diabetes mellitus;Hombres;33 Asturias;2000;134
044  Diabetes mellitus;Hombres;33 Asturias;1999;128
044  Diabetes mellitus;Hombres;33 Asturias;1998;152
044  Diabetes mellitus;Hombres;33 Asturias;1997;123
044  Diabetes mellitus;Hombres;33 Asturias;1996;136
044  Diabetes mellitus;Hombres;33 Asturias;1995;110
044  Diabetes mellitus;Hombres;33 Asturias;1994;98
044  Diabetes mellitus;Hombres;33 Asturias;1993;116
044  Diabetes mellitus;Hombres;33 Asturias;1992;118
044  Diabetes mellitus;Hombres;33 Asturias;1991;104
044  Diabetes mellitus;Hombres;33 Asturias;1990;99
044  Diabetes mellitus;Hombres;33 Asturias;1989;79
044  Diabetes mellitus;Hombres;33 Asturias;1988;97
044  Diabetes mellitus;Hombres;33 Asturias;1987;83
044  Diabetes mellitus;Hombres;33 Asturias;1986;91
044  Diabetes mellitus;Hombres;33 Asturias;1985;98
044  Diabetes mellitus;Hombres;33 Asturias;1984;88
044  Diabetes mellitus;Hombres;33 Asturias;1983;85
044  Diabetes mellitus;Hombres;33 Asturias;1982;68
044  Diabetes mellitus;Hombres;33 Asturias;1981;88
044  Diabetes mellitus;Hombres;33 Asturias;1980;58
044  Diabetes mellitus;Hombres;05 Ávila;2022;31
044  Diabetes mellitus;Hombres;05 Ávila;2021;42
044  Diabetes mellitus;Hombres;05 Ávila;2020;37
044  Diabetes mellitus;Hombres;05 Ávila;2019;32
044  Diabetes mellitus;Hombres;05 Ávila;2018;21
044  Diabetes mellitus;Hombres;05 Ávila;2017;24
044  Diabetes mellitus;Hombres;05 Ávila;2016;29
044  Diabetes mellitus;Hombres;05 Ávila;2015;35
044  Diabetes mellitus;Hombres;05 Ávila;2014;39
044  Diabetes mellitus;Hombres;05 Ávila;2013;38
044  Diabetes mellitus;Hombres;05 Ávila;2012;32
044  Diabetes mellitus;Hombres;05 Ávila;2011;31
044  Diabetes mellitus;Hombres;05 Ávila;2010;26
044  Diabetes mellitus;Hombres;05 Ávila;2009;20
044  Diabetes mellitus;Hombres;05 Ávila;2008;25
044  Diabetes mellitus;Hombres;05 Ávila;2007;19
044  Diabetes mellitus;Hombres;05 Ávila;2006;28
044  Diabetes mellitus;Hombres;05 Ávila;2005;24
044  Diabetes mellitus;Hombres;05 Ávila;2004;20
044  Diabetes mellitus;Hombres;05 Ávila;2003;15
044  Diabetes mellitus;Hombres;05 Ávila;2002;23
044  Diabetes mellitus;Hombres;05 Ávila;2001;33
044  Diabetes mellitus;Hombres;05 Ávila;2000;19
044  Diabetes mellitus;Hombres;05 Ávila;1999;25
044  Diabetes mellitus;Hombres;05 Ávila;1998;15
044  Diabetes mellitus;Hombres;05 Ávila;1997;24
044  Diabetes mellitus;Hombres;05 Ávila;1996;16
044  Diabetes mellitus;Hombres;05 Ávila;1995;18
044  Diabetes mellitus;Hombres;05 Ávila;1994;13
044  Diabetes mellitus;Hombres;05 Ávila;1993;15
044  Diabetes mellitus;Hombres;05 Ávila;1992;14
044  Diabetes mellitus;Hombres;05 Ávila;1991;12
044  Diabetes mellitus;Hombres;05 Ávila;1990;12
044  Diabetes mellitus;Hombres;05 Ávila;1989;13
044  Diabetes mellitus;Hombres;05 Ávila;1988;11
044  Diabetes mellitus;Hombres;05 Ávila;1987;10
044  Diabetes mellitus;Hombres;05 Ávila;1986;15
044  Diabetes mellitus;Hombres;05 Ávila;1985;10
044  Diabetes mellitus;Hombres;05 Ávila;1984;7
044  Diabetes mellitus;Hombres;05 Ávila;1983;12
044  Diabetes mellitus;Hombres;05 Ávila;1982;10
044  Diabetes mellitus;Hombres;05 Ávila;1981;8
044  Diabetes mellitus;Hombres;05 Ávila;1980;6
044  Diabetes mellitus;Hombres;06 Badajoz;2022;62
044  Diabetes mellitus;Hombres;06 Badajoz;2021;56
044  Diabetes mellitus;Hombres;06 Badajoz;2020;77
044  Diabetes mellitus;Hombres;06 Badajoz;2019;58
044  Diabetes mellitus;Hombres;06 Badajoz;2018;48
044  Diabetes mellitus;Hombres;06 Badajoz;2017;57
044  Diabetes mellitus;Hombres;06 Badajoz;2016;57
044  Diabetes mellitus;Hombres;06 Badajoz;2015;51
044  Diabetes mellitus;Hombres;06 Badajoz;2014;41
044  Diabetes mellitus;Hombres;06 Badajoz;2013;49
044  Diabetes mellitus;Hombres;06 Badajoz;2012;49
044  Diabetes mellitus;Hombres;06 Badajoz;2011;72
044  Diabetes mellitus;Hombres;06 Badajoz;2010;45
044  Diabetes mellitus;Hombres;06 Badajoz;2009;59
044  Diabetes mellitus;Hombres;06 Badajoz;2008;54
044  Diabetes mellitus;Hombres;06 Badajoz;2007;53
044  Diabetes mellitus;Hombres;06 Badajoz;2006;60
044  Diabetes mellitus;Hombres;06 Badajoz;2005;48
044  Diabetes mellitus;Hombres;06 Badajoz;2004;69
044  Diabetes mellitus;Hombres;06 Badajoz;2003;52
044  Diabetes mellitus;Hombres;06 Badajoz;2002;79
044  Diabetes mellitus;Hombres;06 Badajoz;2001;70
044  Diabetes mellitus;Hombres;06 Badajoz;2000;49
044  Diabetes mellitus;Hombres;06 Badajoz;1999;59
044  Diabetes mellitus;Hombres;06 Badajoz;1998;58
044  Diabetes mellitus;Hombres;06 Badajoz;1997;46
044  Diabetes mellitus;Hombres;06 Badajoz;1996;66
044  Diabetes mellitus;Hombres;06 Badajoz;1995;73
044  Diabetes mellitus;Hombres;06 Badajoz;1994;71
044  Diabetes mellitus;Hombres;06 Badajoz;1993;72
044  Diabetes mellitus;Hombres;06 Badajoz;1992;62
044  Diabetes mellitus;Hombres;06 Badajoz;1991;51
044  Diabetes mellitus;Hombres;06 Badajoz;1990;62
044  Diabetes mellitus;Hombres;06 Badajoz;1989;56
044  Diabetes mellitus;Hombres;06 Badajoz;1988;59
044  Diabetes mellitus;Hombres;06 Badajoz;1987;62
044  Diabetes mellitus;Hombres;06 Badajoz;1986;57
044  Diabetes mellitus;Hombres;06 Badajoz;1985;64
044  Diabetes mellitus;Hombres;06 Badajoz;1984;70
044  Diabetes mellitus;Hombres;06 Badajoz;1983;51
044  Diabetes mellitus;Hombres;06 Badajoz;1982;61
044  Diabetes mellitus;Hombres;06 Badajoz;1981;51
044  Diabetes mellitus;Hombres;06 Badajoz;1980;41
044  Diabetes mellitus;Hombres;07 Balears, Illes;2022;124
044  Diabetes mellitus;Hombres;07 Balears, Illes;2021;114
044  Diabetes mellitus;Hombres;07 Balears, Illes;2020;125
044  Diabetes mellitus;Hombres;07 Balears, Illes;2019;122
044  Diabetes mellitus;Hombres;07 Balears, Illes;2018;118
044  Diabetes mellitus;Hombres;07 Balears, Illes;2017;140
044  Diabetes mellitus;Hombres;07 Balears, Illes;2016;110
044  Diabetes mellitus;Hombres;07 Balears, Illes;2015;157
044  Diabetes mellitus;Hombres;07 Balears, Illes;2014;119
044  Diabetes mellitus;Hombres;07 Balears, Illes;2013;105
044  Diabetes mellitus;Hombres;07 Balears, Illes;2012;103
044  Diabetes mellitus;Hombres;07 Balears, Illes;2011;94
044  Diabetes mellitus;Hombres;07 Balears, Illes;2010;87
044  Diabetes mellitus;Hombres;07 Balears, Illes;2009;75
044  Diabetes mellitus;Hombres;07 Balears, Illes;2008;83
044  Diabetes mellitus;Hombres;07 Balears, Illes;2007;74
044  Diabetes mellitus;Hombres;07 Balears, Illes;2006;78
044  Diabetes mellitus;Hombres;07 Balears, Illes;2005;75
044  Diabetes mellitus;Hombres;07 Balears, Illes;2004;84
044  Diabetes mellitus;Hombres;07 Balears, Illes;2003;92
044  Diabetes mellitus;Hombres;07 Balears, Illes;2002;56
044  Diabetes mellitus;Hombres;07 Balears, Illes;2001;69
044  Diabetes mellitus;Hombres;07 Balears, Illes;2000;70
044  Diabetes mellitus;Hombres;07 Balears, Illes;1999;72
044  Diabetes mellitus;Hombres;07 Balears, Illes;1998;73
044  Diabetes mellitus;Hombres;07 Balears, Illes;1997;67
044  Diabetes mellitus;Hombres;07 Balears, Illes;1996;53
044  Diabetes mellitus;Hombres;07 Balears, Illes;1995;77
044  Diabetes mellitus;Hombres;07 Balears, Illes;1994;75
044  Diabetes mellitus;Hombres;07 Balears, Illes;1993;67
044  Diabetes mellitus;Hombres;07 Balears, Illes;1992;55
044  Diabetes mellitus;Hombres;07 Balears, Illes;1991;59
044  Diabetes mellitus;Hombres;07 Balears, Illes;1990;59
044  Diabetes mellitus;Hombres;07 Balears, Illes;1989;56
044  Diabetes mellitus;Hombres;07 Balears, Illes;1988;53
044  Diabetes mellitus;Hombres;07 Balears, Illes;1987;60
044  Diabetes mellitus;Hombres;07 Balears, Illes;1986;61
044  Diabetes mellitus;Hombres;07 Balears, Illes;1985;98
044  Diabetes mellitus;Hombres;07 Balears, Illes;1984;63
044  Diabetes mellitus;Hombres;07 Balears, Illes;1983;70
044  Diabetes mellitus;Hombres;07 Balears, Illes;1982;60
044  Diabetes mellitus;Hombres;07 Balears, Illes;1981;49
044  Diabetes mellitus;Hombres;07 Balears, Illes;1980;61
044  Diabetes mellitus;Hombres;08 Barcelona;2022;532
044  Diabetes mellitus;Hombres;08 Barcelona;2021;528
044  Diabetes mellitus;Hombres;08 Barcelona;2020;581
044  Diabetes mellitus;Hombres;08 Barcelona;2019;505
044  Diabetes mellitus;Hombres;08 Barcelona;2018;521
044  Diabetes mellitus;Hombres;08 Barcelona;2017;543
044  Diabetes mellitus;Hombres;08 Barcelona;2016;485
044  Diabetes mellitus;Hombres;08 Barcelona;2015;356
044  Diabetes mellitus;Hombres;08 Barcelona;2014;344
044  Diabetes mellitus;Hombres;08 Barcelona;2013;403
044  Diabetes mellitus;Hombres;08 Barcelona;2012;406
044  Diabetes mellitus;Hombres;08 Barcelona;2011;463
044  Diabetes mellitus;Hombres;08 Barcelona;2010;515
044  Diabetes mellitus;Hombres;08 Barcelona;2009;523
044  Diabetes mellitus;Hombres;08 Barcelona;2008;542
044  Diabetes mellitus;Hombres;08 Barcelona;2007;542
044  Diabetes mellitus;Hombres;08 Barcelona;2006;401
044  Diabetes mellitus;Hombres;08 Barcelona;2005;528
044  Diabetes mellitus;Hombres;08 Barcelona;2004;488
044  Diabetes mellitus;Hombres;08 Barcelona;2003;520
044  Diabetes mellitus;Hombres;08 Barcelona;2002;427
044  Diabetes mellitus;Hombres;08 Barcelona;2001;446
044  Diabetes mellitus;Hombres;08 Barcelona;2000;448
044  Diabetes mellitus;Hombres;08 Barcelona;1999;415
044  Diabetes mellitus;Hombres;08 Barcelona;1998;423
044  Diabetes mellitus;Hombres;08 Barcelona;1997;404
044  Diabetes mellitus;Hombres;08 Barcelona;1996;335
044  Diabetes mellitus;Hombres;08 Barcelona;1995;359
044  Diabetes mellitus;Hombres;08 Barcelona;1994;346
044  Diabetes mellitus;Hombres;08 Barcelona;1993;349
044  Diabetes mellitus;Hombres;08 Barcelona;1992;329
044  Diabetes mellitus;Hombres;08 Barcelona;1991;355
044  Diabetes mellitus;Hombres;08 Barcelona;1990;312
044  Diabetes mellitus;Hombres;08 Barcelona;1989;333
044  Diabetes mellitus;Hombres;08 Barcelona;1988;323
044  Diabetes mellitus;Hombres;08 Barcelona;1987;336
044  Diabetes mellitus;Hombres;08 Barcelona;1986;282
044  Diabetes mellitus;Hombres;08 Barcelona;1985;330
044  Diabetes mellitus;Hombres;08 Barcelona;1984;308
044  Diabetes mellitus;Hombres;08 Barcelona;1983;280
044  Diabetes mellitus;Hombres;08 Barcelona;1982;293
044  Diabetes mellitus;Hombres;08 Barcelona;1981;236
044  Diabetes mellitus;Hombres;08 Barcelona;1980;245
044  Diabetes mellitus;Hombres;48 Bizkaia;2022;109
044  Diabetes mellitus;Hombres;48 Bizkaia;2021;102
044  Diabetes mellitus;Hombres;48 Bizkaia;2020;130
044  Diabetes mellitus;Hombres;48 Bizkaia;2019;112
044  Diabetes mellitus;Hombres;48 Bizkaia;2018;99
044  Diabetes mellitus;Hombres;48 Bizkaia;2017;92
044  Diabetes mellitus;Hombres;48 Bizkaia;2016;106
044  Diabetes mellitus;Hombres;48 Bizkaia;2015;120
044  Diabetes mellitus;Hombres;48 Bizkaia;2014;106
044  Diabetes mellitus;Hombres;48 Bizkaia;2013;88
044  Diabetes mellitus;Hombres;48 Bizkaia;2012;107
044  Diabetes mellitus;Hombres;48 Bizkaia;2011;122
044  Diabetes mellitus;Hombres;48 Bizkaia;2010;103
044  Diabetes mellitus;Hombres;48 Bizkaia;2009;96
044  Diabetes mellitus;Hombres;48 Bizkaia;2008;87
044  Diabetes mellitus;Hombres;48 Bizkaia;2007;103
044  Diabetes mellitus;Hombres;48 Bizkaia;2006;86
044  Diabetes mellitus;Hombres;48 Bizkaia;2005;120
044  Diabetes mellitus;Hombres;48 Bizkaia;2004;107
044  Diabetes mellitus;Hombres;48 Bizkaia;2003;101
044  Diabetes mellitus;Hombres;48 Bizkaia;2002;100
044  Diabetes mellitus;Hombres;48 Bizkaia;2001;83
044  Diabetes mellitus;Hombres;48 Bizkaia;2000;88
044  Diabetes mellitus;Hombres;48 Bizkaia;1999;112
044  Diabetes mellitus;Hombres;48 Bizkaia;1998;92
044  Diabetes mellitus;Hombres;48 Bizkaia;1997;92
044  Diabetes mellitus;Hombres;48 Bizkaia;1996;79
044  Diabetes mellitus;Hombres;48 Bizkaia;1995;82
044  Diabetes mellitus;Hombres;48 Bizkaia;1994;65
044  Diabetes mellitus;Hombres;48 Bizkaia;1993;74
044  Diabetes mellitus;Hombres;48 Bizkaia;1992;63
044  Diabetes mellitus;Hombres;48 Bizkaia;1991;67
044  Diabetes mellitus;Hombres;48 Bizkaia;1990;75
044  Diabetes mellitus;Hombres;48 Bizkaia;1989;60
044  Diabetes mellitus;Hombres;48 Bizkaia;1988;77
044  Diabetes mellitus;Hombres;48 Bizkaia;1987;56
044  Diabetes mellitus;Hombres;48 Bizkaia;1986;56
044  Diabetes mellitus;Hombres;48 Bizkaia;1985;58
044  Diabetes mellitus;Hombres;48 Bizkaia;1984;71
044  Diabetes mellitus;Hombres;48 Bizkaia;1983;66
044  Diabetes mellitus;Hombres;48 Bizkaia;1982;62
